VOUCHER_DATE,VOUCHER_NO,VOUCHER_CODE,AC_CODE,SUB_CODE,PARTICULARS,CURRENCY_CODE,AMOUNT,CONVERSION_RATE,NRS_AMOUNT,TRANSACTION_TYPE,COST_REVENUE_CODE,INVOICE_NO,VOU_PERIOD,AGAINST_AC_CODE,AGAINST_SUB_CODE,CHEQUE_NO,SERIAL_NO,FISCAL_YEAR,AC_NAME,NEPSE_CUSTOMER_CODE
03-AUG-16,7374-02315,JVR,4010000000039,"",EXPRESS CHQ PRESEMENT FEE on 03-08-2016,NRS,,,2400,DR,"","","","","","","",2073/2074,BANK CHARGE,""
03-AUG-16,7374-02315,JVR,1030201000011,"",EXPRESS CHQ PRESEMENT FEE on 03-08-2016,NRS,,,2400,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
03-AUG-16,7374-02317,JVR,204010000001,"",Being Cash paid to Nepse(201607313689298-201607313697278)SETTLEMENT ID : 1211002016168,NRS,,,59249360.1634,DR,"","","","","",2016168,"",2073/2074,NEPSE PURCHASE,""
03-AUG-16,7374-02317,JVR,1030201000011,"",Being Cash paid to Nepse(201607313689298-201607313697278)SETTLEMENT ID : 1211002016168,NRS,,,59249360.1634,CR,"","","","","",2016168,"",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
03-AUG-16,7374-02318,JVR,204010000001,"",Being Cash paid to Nepse(201607253646243-201607253656368)SETTLEMENT ID : 1211002016168,NRS,,,1205735.08,DR,"","","","","",2016168,"",2073/2074,NEPSE PURCHASE,""
03-AUG-16,7374-02318,JVR,1030201000011,"",Being Cash paid to Nepse(201607253646243-201607253656368)SETTLEMENT ID : 1211002016168,NRS,,,1205735.08,CR,"","","","","",2016168,"",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
03-AUG-16,7374-02319,JVR,204010000001,"",Being Cash paid to Nepse(201607263656542-201607263668115)SETTLEMENT ID : 1211002016168,NRS,,,841358.7377,DR,"","","","","","","",2073/2074,NEPSE PURCHASE,""
03-AUG-16,7374-02319,JVR,1030201000011,"",Being Cash paid to Nepse(201607263656542-201607263668115)SETTLEMENT ID : 1211002016168,NRS,,,841358.7377,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
22-JUL-16,7374-00716,JVR,4010000000039,"",EXPRESS CHARGE on 22-07-2016,NRS,,,2300,DR,"","","","","","","",2073/2074,BANK CHARGE,""
22-JUL-16,7374-00716,JVR,4010000000058,"",outward clearing charge on 22-07-2016,NRS,,,480,DR,"","","","","","","",2073/2074,CHEQUE CLEARING CHARGE,""
22-JUL-16,7374-00716,JVR,1030201000011,"",outward clearing charge on 22-07-2016,NRS,,,480,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
22-JUL-16,7374-00716,JVR,1030201000011,"",EXPRESS CHARGE on 22-07-2016,NRS,,,2300,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
22-JUL-16,7374-00719,JVR,204010000001,"",Being Cash paid to Nepse(201607193619585-201607193629287)SETTLEMENT ID 1211002016159,NRS,,,43029257.91,DR,"","","","","",2016159,"",2073/2074,NEPSE PURCHASE,""
22-JUL-16,7374-00719,JVR,1030201000011,"",Being Cash paid to Nepse(201607193619585-201607193629287)SETTLEMENT ID 1211002016159,NRS,,,43029257.91,CR,"","","","","",2016159,"",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Asian Sec of Basanta kumar Aryal,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to siddhartha capital of Prakash Babu KC,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Sri Hari Sec,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,175,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to CBL Capital,NRS,,,75,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Growmore of Mahesh Man Shrestha,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Ace Capital,NRS,,,100,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital of Prakash Babu Kc,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to CZBIL,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Agrawal Sec of Lal Dhoj Lama,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha capital of Mohit Kedia,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to CBL Capital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha capital of Aaradhya Dhungana,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Nibl Capital,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to nibl capital,NRS,,,150,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to CBL Capital 18@25,NRS,,,450,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Growmore of Bhimsen Banjara,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Vision Sec of Namita Agrawal,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to BOK,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Gbime Capital of Krishna Gopal Panta,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha capital of Prakash Babu KC,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIBL capital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,100,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Sewa Sec of Phanindr psd Pokhrel,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to siddhartha Capital,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIBL capital,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NICA of Binaya Krishna Stha,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to EBL of Top Bdr Baniya,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Laxmi capital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Nica,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital of Deepak Kumar Saraff Mohit Kedia,NRS,,,150,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to South Asian Bull,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NICa,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Agrawal Sec of Binod Pandey,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIBL,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIB,NRS,,,180,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to siddhartha capital,NRS,,,75,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NLICL,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to BOK,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to siddhartha G,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to siddhartha cap,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NICA of Prabhat Kumar Saraff,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Gbime Capital OF Rachana Bhatta,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,100,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Agrawal Sec of Samir KC,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,125,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Nica of Yugalnarayan Basel,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Ace Capital,NRS,,,75,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Siddhartha Capital,NRS,,,100,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Agrawal Sec,NRS,,,100,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Vision Sec of Namita Agrawal,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Ace capital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIBL Capital,NRS,,,125,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NMB Capital,NRS,,,50,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Ace Cpaital,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to EBL of Kavita Agrawal,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to GBIME capital of Bishnu Raj Gautam,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to NIBL Capital of Suman Thapalia,NRS,,,25,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,303001,"",dis charge paid to Kriti Capital of Shraban Bhattarai,NRS,,,200,DR,"","","","","",cash,"",2073/2074,DP FEE,""
12-AUG-16,7374-03255,JVR,10301-2495,"",share unpledge charge of NGBBL from VBBL02-20,NRS,,,50,DR,"","","","","",cash,"",2073/2074,RAM KUMAR KHADKA,RAM
12-AUG-16,7374-03255,JVR,10301-34,"",shar unpledge charge of BPCL 167 kitta from VBBL 02-24,NRS,,,50,DR,"","","","","",cash,"",2073/2074,JHALAK MANI LAMSAL,J1
12-AUG-16,7374-03255,JVR,10301-02,"",nt of PDBL from ACE,NRS,,,10,DR,"","","","","",cash,"",2073/2074,NAME TRANSFER FEE,""
12-AUG-16,7374-03255,JVR,10301-02,"",nt of SMB,NRS,,,5,DR,"","","","","",cash,"",2073/2074,NAME TRANSFER FEE,""
12-AUG-16,7374-03255,JVR,10301-02,"",nt of UIC from Gbime Capital,NRS,,,80,DR,"","","","","",cash,"",2073/2074,NAME TRANSFER FEE,""
12-AUG-16,7374-03255,JVR,103020200002,"",sundry expenses,NRS,,,9855,CR,"","","","","",cash,"",2073/2074,PETTY CASH (USHA ),""
12-AUG-16,7374-03255,JVR,10301-6515,"",share unpledge charge of GLICL 500 kitta from VBBL 03-06,NRS,,,50,DR,"","","","","",cash,"",2073/2074,RAM KESHAR ADHIKARI,RA012365
12-AUG-16,7374-03255,JVR,10301-8466,"",share unpledge charge of BHBL 450 kitta from VBBL 02-24,NRS,,,50,DR,"","","","","",cash,"",2073/2074,LAXMI INVESTMENT PVT. LTD,L129610
12-AUG-16,7374-03255,JVR,10301-8392,"",share unpledge charge of GLICL 400 kitta from VBBL 03-06,NRS,,,50,DR,"","","","","",cash,"",2073/2074,PURNANANDA KARKI,PK123889
12-AUG-16,7374-03255,JVR,4010000000059,"",meal for Anil Sir 02/16,NRS,,,400,DR,"","","","","",cash,"",2073/2074,Staff Expenses,""
12-AUG-16,7374-03255,JVR,4010000000028,"",Deposited to CDS Ac 100@2,NRS,,,200,DR,"","","","","",cash,"",2073/2074,OTHER OFFICE EXPENSES,""
12-AUG-16,7374-03255,JVR,4010000000028,"",Deposited to CDS Ac,NRS,,,100,DR,"","","","","",cash,"",2073/2074,OTHER OFFICE EXPENSES,""
12-AUG-16,7374-03255,JVR,4010000000028,"",deposited to CDS AC 3@100,NRS,,,300,DR,"","","","","",cash,"",2073/2074,OTHER OFFICE EXPENSES,""
12-AUG-16,7374-03255,JVR,4010000000028,"",deposited to CDS ac 4@100,NRS,,,400,DR,"","","","","",cash,"",2073/2074,OTHER OFFICE EXPENSES,""
12-AUG-16,7374-03255,JVR,4010000000028,"",deposited to CDS AC,NRS,,,100,DR,"","","","","",cash,"",2073/2074,OTHER OFFICE EXPENSES,""
12-AUG-16,7374-03255,JVR,4010000000057,"",ncell recharge card bring for office sms,NRS,,,1000,DR,"","","","","",cash,"",2073/2074,OFFICE SMS,""
12-AUG-16,7374-03255,JVR,4010000000057,"",necell recharge card bring for office sms,NRS,,,1000,DR,"","","","","",cash,"",2073/2074,OFFICE SMS,""
12-AUG-16,7374-03255,JVR,4010000000056,"",bike paring charge paid to Ramesh Sir going outside,NRS,,,45,DR,"","","","","",cash,"",2073/2074,Vehicle Parking Expenses,""
12-AUG-16,7374-03255,JVR,4010000000056,"",bike parking charge paid to Ramesh Sir going outside,NRS,,,40,DR,"","","","","",cash,"",2073/2074,Vehicle Parking Expenses,""
12-AUG-16,7374-03255,JVR,4010000000056,"",bike parking charge paid to Ramesh Sir going outside,NRS,,,20,DR,"","","","","",cash,"",2073/2074,Vehicle Parking Expenses,""
12-AUG-16,7374-03255,JVR,4010000000056,"",bike parking charge paid to Ramesh sir for going  outside,NRS,,,25,DR,"","","","","",cash,"",2073/2074,Vehicle Parking Expenses,""
12-AUG-16,7374-03255,JVR,4010000000055,"",Epson printer reffiling and reparing,NRS,,,650,DR,"","","","","",cash,"",2073/2074,Printer Refill,""
12-AUG-16,7374-03255,JVR,4010000000055,"",HP Printer reffiling,NRS,,,1000,DR,"","","","","",cash,"",2073/2074,Printer Refill,""
12-AUG-16,7374-03255,JVR,4010000000055,"",HP Printer reffiling 03-29,NRS,,,500,DR,"","","","","",cash,"",2073/2074,Printer Refill,""
*********
12-AUG-16,7374-03258,JVR,103020100001,"",paid for staff lunch,NRS,,,6875,CR,"","","","","",1643104,"",2073/2074,CIVIL BANK LTD -CURRENT,""
12-AUG-16,7374-03258,JVR,4010000000047,"",paid for staff lunch,NRS,,,6875,DR,"","","","","",1643104,"",2073/2074,PANTRY EXPENSES,""
*********
12-AUG-16,7374-03259,JVR,103020200002,"",sundry exp.,NRS,,,9855,DR,"","","","","",1643105,"",2073/2074,PETTY CASH (USHA ),""
12-AUG-16,7374-03259,JVR,103020100001,"",sundry exp.,NRS,,,9855,CR,"","","","","",1643105,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
12-AUG-16,7374-03260,JVR,4010000000035,"",paid for guest refreshment,NRS,,,4834,DR,"","","","","",1643106,"",2073/2074,GUEST REFRESHMENT & TEA EXPENSES,""
12-AUG-16,7374-03260,JVR,103020100001,"",paid for guest refreshment,NRS,,,4834,CR,"","","","","",1643106,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
12-AUG-16,7374-03261,JVR,4010000000033,"",sanitaory clean,NRS,,,1500,DR,"","","","","",1643107,"",2073/2074,OFFICE CLEANING EXPENSES,""
12-AUG-16,7374-03261,JVR,4010000000032,"","wifi use ,paid to vianet",NRS,,,3716,DR,"","","","","",1643107,"",2073/2074,"INTER & INTRANET INSTALLATION,REPAIR & MAINTENANCE EXP.",""
12-AUG-16,7374-03261,JVR,20406,"",Syakar co TDS paid for 72.73,NRS,,,5350,DR,"","","","","",1643107,"",2073/2074,T.D.S. PAYABLE,""
12-AUG-16,7374-03261,JVR,401000000008,"",electricla and wire repair,NRS,,,5255,DR,"","","","","",1643107,"",2073/2074,REPAIR & MAINTENANCE EXPENSE,""
12-AUG-16,7374-03261,JVR,401000000005,"",index fine pur.,NRS,,,1920,DR,"","","","","",1643107,"",2073/2074,STATIONARY AND PRINTING,""
12-AUG-16,7374-03261,JVR,401000000004,"",telephone exp.Jestha -Ashar2073,NRS,,,7557,DR,"","","","","",1643107,"",2073/2074,TELEPHONE EXPENSES,""
12-AUG-16,7374-03261,JVR,103020100001,"",Syakar co TDS paid for 72.73/others,NRS,,,25298,CR,"","","","","",1643107,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
12-AUG-16,7374-03262,JVR,20406,"",stationery pur.for 72.73 from global business,NRS,,,1400.55,CR,"","","","","","","",2073/2074,T.D.S. PAYABLE,""
12-AUG-16,7374-03262,JVR,401000000005,"",stationery pur.for 72.73 from global business,NRS,,,93370,DR,"","","","","",1643108,"",2073/2074,STATIONARY AND PRINTING,""
12-AUG-16,7374-03262,JVR,103020100001,"",stationery pur.for 72.73 from global business,NRS,,,91969.45,CR,"","","","","",1643108,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
12-AUG-16,7374-03263,JVR,20406,"",stationry for dp,NRS,,,508.12,CR,"","","","","","","",2073/2074,T.D.S. PAYABLE,""
12-AUG-16,7374-03263,JVR,103020100001,"",stationry for dp,NRS,,,33366.88,CR,"","","","","",1643109,"",2073/2074,CIVIL BANK LTD -CURRENT,""
12-AUG-16,7374-03263,JVR,401000000040,"",stationry for dp,NRS,,,33875,DR,"","","","","",1643109,"",2073/2074,STATIONERY EXPENSES(DP),""
*********
12-AUG-16,7374-03264,JVR,4010000000032,"",mandala additional user add,NRS,,,4520,DR,"","","","","",1643110,"",2073/2074,"INTER & INTRANET INSTALLATION,REPAIR & MAINTENANCE EXP.",""
12-AUG-16,7374-03264,JVR,20406,"",mandala additional user add,NRS,,,60,CR,"","","","","","","",2073/2074,T.D.S. PAYABLE,""
12-AUG-16,7374-03264,JVR,103020100001,"",mandala additional user add,NRS,,,4460,CR,"","","","","",1643110,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
12-AUG-16,7374-03265,JVR,4010000000032,"",intra net use for DP,NRS,,,3220.5,DR,"","","","","",1643111,"",2073/2074,"INTER & INTRANET INSTALLATION,REPAIR & MAINTENANCE EXP.",""
12-AUG-16,7374-03265,JVR,20406,"",intra net use for DP,NRS,,,42.75,CR,"","","","","","","",2073/2074,T.D.S. PAYABLE,""
12-AUG-16,7374-03265,JVR,103020100001,"",intra net use for DP,NRS,,,3177.75,CR,"","","","","",1643111,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
14-AUG-16,7374-03392,JVR,20406,"",PAID FOR MOTORBIKE PUR.,NRS,,,2283.19,CR,"","","","","","","",2073/2074,T.D.S. PAYABLE,""
14-AUG-16,7374-03392,JVR,103020100001,"",PAID FOR MOTORBIKE PUR.,NRS,,,169716.81,CR,"","","","","",1643117,"",2073/2074,CIVIL BANK LTD -CURRENT,""
14-AUG-16,7374-03392,JVR,101030000002,"",PAID FOR MOTORBIKE PUR.,NRS,,,172000,DR,"","","","","",1643117,"",2073/2074,MOTOR CYCLE,""
*********
24-JUL-16,7374-00808,JVR,1010402,"",paid annual feeof  mandala software for 2073.74,NRS,,,14916,DR,"","","","","",1643085,"",2073/2074,SOFTWARE,""
24-JUL-16,7374-00808,JVR,20406,"",paid annual feeof  mandala software for 2073.74,NRS,,,198,CR,"","","","","",1643085,"",2073/2074,T.D.S. PAYABLE,""
24-JUL-16,7374-00808,JVR,103020100001,"",paid annual feeof  mandala software for 2073.74,NRS,,,14718,CR,"","","","","",1643085,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
24-JUL-16,7374-00809,JVR,401000000009,"",paid charge for DRF deliver to RTA,NRS,,,1640,DR,"","","","","",1643084,"",2073/2074,POSTAGE & TELEGRAPH,""
24-JUL-16,7374-00809,JVR,103020100001,"",paid charge for DRF deliver to RTA,NRS,,,1640,CR,"","","","","",1643084,"",2073/2074,CIVIL BANK LTD -CURRENT,""
*********
24-JUL-16,7374-00810,JVR,204010000001,"",Being Cash paid to Nepse(201607203629393-201607203638601)SETTLEMENT ID 1211002016160,NRS,,,63989703.62,DR,"","","","","",2016160,"",2073/2074,NEPSE PURCHASE,""
24-JUL-16,7374-00810,JVR,1030201000011,"",Being Cash paid to Nepse(201607203629393-201607203638601)SETTLEMENT ID 1211002016160,NRS,,,63989703.62,CR,"","","","","",2016160,"",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
24-JUL-16,7374-00813,JVR,4010000000039,"",EXPRESS CHQ PRESEMENT FEE on 24-07-2016,NRS,,,1900,DR,"","","","","","","",2073/2074,BANK CHARGE,""
24-JUL-16,7374-00813,JVR,4010000000058,"",outward clearing charge on 24-07-2016,NRS,,,360,DR,"","","","","","","",2073/2074,CHEQUE CLEARING CHARGE,""
24-JUL-16,7374-00813,JVR,1030201000011,"",outward clearing charge on 24-07-2016,NRS,,,360,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
24-JUL-16,7374-00813,JVR,1030201000011,"",EXPRESS CHQ PRESEMENT FEE on 24-07-2016,NRS,,,1900,CR,"","","","","","","",2073/2074,GLOBAL IME BANK LTD. CURRENT,""
*********
05-AUG-16,7374-02601,JVR,10301-9080,"",Paid for the purchase on 2073.10.18,NRS,,,4842418,DR,"","","","","",Supre 223625,"",2073/2074,DIPSHIKHA DHITOPATRA KAROBAR CO. PVT. LTD.,DDKCPL
05-AUG-16,7374-02601,JVR,103020100007,"",Paid for the purchase on 2073.10.18,NRS,,,4842418,CR,"","","","","",Supre 223625,"",2073/2074,SUPREME DEV.BANK LTD,""
*********
